State,Date,Plastic,,,
MS,2016,0,,,
MS,2016,5.95E-05,,,
MS,2016,1.37E-05,,,
MS,2016,0,,,
MS,2016,0,,,
FL,2016,2.10E-05,,,
FL,2016,0,,,
FL,2016,0.000119048,,,
WA,2016,0,,,
WA,2016,8.33E-07,,,
VA,2016,1.86E-05,,,
MS,2016,2.70E-05,,,
MS,2016,0,,,
MS,2016,0,,,
LA,2016,4.97E-06,,,
LA,2016,0,,,
LA,2016,0,,,
CA,2016,1.59E-06,,,
CA,2016,2.88E-05,,,
CA,2016,2.88E-05,,,
CA,2016,0,,,
VA,2016,7.42E-06,,,
OR,2016,0,,,
OR,2016,0,,,
CA,2016,0,,,
WA,2016,2.63E-06,,,
VA,2016,6.32E-05,,,
WA,2016,5.05E-05,,,
AK,2016,0,,,
WA,2016,4.17E-05,,,
WA,2016,3.57E-05,,,
CA,2016,7.35E-06,,,
WA,2016,2.38E-05,,,
CA,2016,0,,,
WA,2016,0,,,
CA,2016,5.65E-06,,,
CA,2016,0.000150538,,,
VA,2016,5.71E-05,,,
TX,2016,0.000160652,,,
TX,2016,0.000147451,,,
TX,2016,0.000170255,,,
OR,2016,0,,,
WA,2016,0,,,
WA,2016,0.000212121,,,
OR,2016,0,,,
AK,2016,0,,,
AL,2016,0,,,
AL,2016,2.38E-05,,,
AL,2016,0,,,
TX,2016,0,,,
TX,2016,0.000467746,,,
TX,2016,0.000201764,,,
FL,2016,0,,,
FL,2016,0,,,
FL,2016,0,,,
OR,2016,0,,,
CA,2016,0,,,
WA,2016,3.75E-05,,,
VA,2016,1.41E-05,,,
CA,2016,0,,,
WA,2016,7.66E-07,,,
WA,2016,0,,,
CA,2016,0,,,
OR,2016,0,,,
WA,2016,0.000103175,,,
VA,2016,2.90E-05,,,
HI,2016,0,,,
TX,2016,0.000382388,,,
AK,2016,1.17E-05,,,
CA,2016,2.27E-05,,,
WA,2016,0,,,
VA,2016,5.65E-05,,,
AK,2016,0,,,
Hi,2016,0,,,
WA,2016,4.17E-06,,,
CA,2016,1.05E-06,,,
CA,2016,0,,,
WA,2016,0.0001125,,,
WA,2016,1.72E-05,,,
WA,2016,3.81E-05,,,
HI,2016,0.005228758,,,
TX,2016,9.56E-05,,,
TX,2016,6.39E-05,,,
CA,2016,0,,,
TX,2016,4.00E-05,,,
CA,2016,9.94E-05,,,
TX,2016,0.00010016,,,
TX,2016,0.00038716,,,
TX,2016,0.000188621,,,
TX,2016,0,,,
MS,2016,4.46E-05,,,
MS,2016,3.57E-05,,,
MS,2016,4.25E-05,,,
MS,2016,0,,,
MS,2016,2.14E-05,,,
MS,2016,2.44E-05,,,
FL,2016,2.03E-05,,,
FL,2016,0,,,
FL,2016,2.16E-05,,,
AL,2016,0,,,
AL,2016,1.15E-05,,,
AL,2016,0,,,
VA,2016,3.11E-05,,,
NJ,2016,2.72E-06,,,
WA,2016,5.71E-05,,,
WA,2016,3.33E-06,,,
WA,2016,0,,,
NJ,2016,0,,,
OR,2016,0,,,
Hi,2016,0,,,
WA,2016,0,,,
VA,2016,2.27E-05,,,
Hi,2016,0,,,
WA,2016,2.83E-05,,,
CA,2016,0,,,
WA,2016,3.75E-05,,,
AK,2016,0,,,
VA,2016,0.00017931,,,
OR,2016,0,,,
OR,2016,0,,,
Hi,2016,0,,,
CA,2016,6.00E-06,,,
WA,2016,0,,,
WA,2016,0.000581197,,,
CA,2016,0,,,
LA,2016,0,,,
WA,2016,0.000137931,,,
WA,2016,2.78E-05,,,
WA,2016,0,,,
TX,2016,0.000669821,,,
TX,2016,0.000137863,,,
TX,2016,0.000252167,,,
VA,2016,8.23E-05,,,
TX,2016,0.000251443,,,
TX,2016,0.00023359,,,
TX,2016,0.000475729,,,
HI,2016,2.08E-05,,,
AK,2016,0,,,
CA,2016,6.27E-05,,,
OR,2016,5.37E-06,,,
CA,2016,0,,,
CA,2016,2.38E-06,,,
FL,2016,2.10E-05,,,
FL,2016,0,,,
FL,2016,0,,,
CA,2016,0,,,
Hi,2016,0,,,
MS,2016,8.40E-06,,,
MS,2016,1.18E-05,,,
MS,2016,0,,,
LA,2016,9.29E-06,,,
LA,2016,1.04E-05,,,
LA,2016,4.36E-06,,,
Hi,2016,0,,,
Hi,2016,0,,,
WA,2016,0.000142857,,,
VA,2016,2.02E-05,,,
AL,2016,0,,,
AL,2016,0,,,
AL,2016,2.48E-05,,,
WA,2016,6.90E-06,,,
WA,2016,0.000190476,,,
WA,2016,0,,,
OR,2016,0,,,
VA,2016,0,,,
VA,2016,1.94E-05,,,
WA,2016,0,,,
Ng,2016,0.000233209,,,
Ng,2016,5.79E-05,,,
CA,2016,0,,,
WA,2016,2.81E-05,,,
WA,2016,2.63E-06,,,
CA,2016,0,,,
OR,2016,0,,,
HI,2016,0.010625,,,
WA,2016,0,,,
CA,2016,0,,,
WA,2016,1.35E-05,,,
WA,2016,9.29E-05,,,
LA,2016,0.000229417,,,
WA,2016,7.35E-05,,,
TX,2016,0.000209732,,,
TX,2016,8.03E-05,,,
TX,2016,0.000122429,,,
AK,2016,0,,,
TX,2016,0,,,
VA,2016,2.22E-05,,,
TX,2016,0.000189067,,,
TX,2016,0.00015686,,,
CA,2016,0,,,
FL,2016,1.32E-05,,,
FL,2016,0,,,
FL,2016,0,,,
WA,2016,0.000104167,,,
WA,2016,2.00E-05,,,
OR,2016,0,,,
Hi,2016,2.83E-05,,,
Ng,2016,0,,,
AL,2016,0,,,
AL,2016,0,,,
AL,2016,0,,,
VA,2016,1.96E-05,,,
OR,2016,0,,,
WA,2016,0.000333333,,,
Hi,2016,0,,,
Hi,2016,0,,,
WA,2016,0,,,
WA,2016,1.25E-05,,,
WA,2016,4.00E-05,,,
HI,2016,0.000368421,,,
CA,2016,0,,,
CA,2016,0,,,
OR,2016,0.000104167,,,
VA,2016,0,,,
VA,2016,1.68E-05,,,
CA,2016,0,,,
WA,2016,0.000261905,,,
CA,2016,0,,,
CA,2016,0,,,
WA,2016,0,,,
CA,2016,0,,,
TX,2017,2.24E-05,,,
TX,2017,0.000165714,,,
TX,2017,6.02E-05,,,
TX,2017,8.91E-05,,,
WA,2017,1.18E-05,,,
TX,2017,0.000223605,,,
TX,2017,7.10E-05,,,
TX,2017,0.000120337,,,
WA,2017,3.85E-06,,,
FL,2017,0,,,
FL,2017,0,,,
FL,2017,0,,,
AL,2017,0,,,
AL,2017,0,,,
AL,2017,8.94E-06,,,
Hi,2017,4.18E-05,,,
Hi,2017,0,,,
LA,2017,0.000683333,,,
MS,2017,8.43E-06,,,
MS,2017,1.87E-05,,,
MS,2017,1.20E-05,,,
MS,2017,0,,,
MS,2017,7.02E-06,,,
MS,2017,2.71E-05,,,
OR,2017,3.81E-05,,,
VA,2017,1.90E-05,,,
Ng,2017,0,,,
Ng,2017,0,,,
Ng,2017,0,,,
MS,2017,0,,,
MS,2017,3.63E-05,,,
MS,2017,4.84E-05,,,
WA,2017,1.28E-05,,,
WA,2017,6.67E-06,,,
Hi,2017,0,,,
WA,2017,1.78E-05,,,
WA,2017,3.33E-06,,,
OR,2017,7.22E-06,,,
FL,2017,0,,,
WA,2017,0.000121335,,,
CA,2017,0,,,
WA,2017,0.00015873,,,
CA,2017,0.000157635,,,
MA,2017,0,,,
VA,2017,0,,,
MA,2017,0,,,
WA,2017,6.13E-05,,,
CA,2017,2.90E-06,,,
VA,2017,0.000151803,,,
CA,2017,0,,,
CA,2017,1.61E-05,,,
Ng,2017,0.000116604,,,
Ng,2017,0,,,
Ng,2017,0,,,
CA,2017,1.32E-05,,,
CA,2017,0,,,
WA,2017,0,,,
TX,2017,0.000239154,,,
TX,2017,0.000230638,,,
TX,2017,5.36E-06,,,
TX,2017,0.000684099,,,
TX,2017,0.000185142,,,
TX,2017,0.000334152,,,
BC,2017,2.37E-08,,,
WA,2017,7.14E-06,,,
TX,2017,4.27E-05,,,
WA,2017,3.29E-05,,,
MA,2017,3.17E-05,,,
VA,2017,2.99E-05,,,
WA,2017,0.00025,,,
AL,2017,0,,,
AL,2017,9.07E-06,,,
AL,2017,0,,,
MS,2017,0,,,
MS,2017,2.06E-05,,,
MS,2017,1.42E-05,,,
MS,2017,0,,,
MS,2017,0,,,
MS,2017,0,,,
FL,2017,9.22E-06,,,
FL,2017,0,,,
FL,2017,8.27E-06,,,
VA,2017,1.60E-05,,,
CA,2017,0,,,
LA,2017,0.000269802,,,
Ng,2017,0.000160256,,,
Ng,2017,0,,,
Ng,2017,0.000191351,,,
WA,2017,0,,,
MS,2017,0,,,
MS,2017,4.17E-05,,,
MS,2017,0,,,
LA,2017,1.25E-05,,,
LA,2017,1.94E-05,,,
LA,2017,8.32E-06,,,
OR,2017,0,,,
MA,2017,0,,,
Hi,2017,0,,,
Hi,2017,0,,,
Hi,2017,0.000367601,,,
WA,2017,5.10E-05,,,
WA,2017,2.76E-05,,,
WA,2017,7.75E-06,,,
FL,2017,4.23E-05,,,
OR,2017,2.22E-05,,,
WA,2017,3.03E-06,,,
WA,2017,3.46E-05,,,
VA,2017,0,,,
WA,2017,0.00025379,,,
CA,2017,0.00015625,,,
VA,2017,5.88E-06,,,
WA,2017,0,,,
CA,2017,0,,,
Ng,2017,0.000133262,,,
Ng,2017,9.92E-05,,,
CA,2017,0,,,
Ng,2017,0,,,
WA,2017,0,,,
CA,2017,5.11E-06,,,
TX,2017,0.000664112,,,
TX,2017,0.000157093,,,
TX,2017,0.000313093,,,
CA,2017,2.22E-05,,,
CA,2017,7.54E-06,,,
TX,2017,0.000493088,,,
TX,2017,0.000144308,,,
TX,2017,0.000342451,,,
WA,2017,2.14E-05,,,
WA,2017,3.46E-05,,,
TX,2017,4.30E-05,,,
VA,2017,4.85E-05,,,
VA,2017,1.64E-05,,,
Hi,2017,0,,,
WA,2017,0,,,
CA,2017,0,,,
LA,2017,0.000255699,,,
LA,2017,0.000255699,,,
HI,2017,0.007227273,,,
WA,2017,8.93E-06,,,
WA,2017,3.57E-05,,,
WA,2017,1.19E-05,,,
WA,2017,0,,,
WA,2017,3.45E-05,,,
VA,2017,0,,,
FL,2017,0,,,
WA,2017,0,,,
Hi,2017,0,,,
VA,2017,5.43E-06,,,
OR,2017,0,,,
CA,2017,2.98E-06,,,
CA,2017,7.00E-06,,,
WA,2017,5.23E-05,,,
CA,2017,0,,,
TX,2017,0.000636472,,,
TX,2017,0.000518634,,,
TX,2017,0.00073874,,,
TX,2017,0.001462108,,,
TX,2017,0.000563703,,,
TX,2017,0.000432967,,,
CA,2017,0,,,
TX,2017,3.29E-05,,,
CA,2017,1.65E-05,,,
Hi,2017,0,,,
WA,2017,2.73E-05,,,
CA,2017,0,,,
Ng,2017,7.94E-05,,,
Ng,2017,7.94E-05,,,
Ng,2017,5.33E-05,,,
WA,2017,1.94E-05,,,
Ng,2017,8.82E-05,,,
CA,2017,6.80E-06,,,
WA,2017,0,,,
OR,2017,0,,,
CA,2017,0.000361905,,,
VA,2017,0.000289017,,,
Ng,2017,0,,,
Ng,2017,0.001028807,,,
VA,2017,0,,,
LA,2017,8.46E-05,,,
CA,2017,1.85E-05,,,
Hi,2017,7.42E-05,,,
WA,2017,1.02E-05,,,
WA,2017,1.14E-05,,,
WA,2017,0.00027381,,,
OR,2017,0,,,
Hi,2017,2.08E-05,,,
OR,2017,6.67E-06,,,
VA,2017,4.28E-06,,,
OR,2017,0,,,
CA,2017,0,,,
FL,2017,6.94E-05,,,
WA,2017,0,,,
WA,2017,1.17E-05,,,
WA,2017,9.26E-06,,,
CA,2017,1.05E-05,,,
HI,2017,0.013447368,,,
CA,2017,8.18E-06,,,
CA,2017,0,,,
TX,2017,2.53E-05,,,
OR,2017,0,,,
WA,2017,1.45E-05,,,
WA,2017,1.39E-05,,,
TX,2017,0.00057677,,,
TX,2017,0.000610797,,,
TX,2017,0.001026797,,,
CA,2017,3.93E-06,,,
WA,2017,0,,,
TX,2017,0.00078725,,,
TX,2017,0.000741993,,,
TX,2017,0.001090955,,,
AK,2017,3.42E-07,,,
WA,2017,0,,,
WA,2017,3.67E-05,,,
CA,2017,0.000438776,,,
Hi,2017,0,,,
VA,2017,0.000122303,,,
CA,2017,0.000260328,,,
VA,2017,3.35E-05,,,
WA,2017,3.57E-05,,,
WA,2017,7.69E-06,,,
HI,2017,0.0223,,,
Hi,2017,6.71E-05,,,
CA,2017,0,,,
WA,2017,1.33E-05,,,
HI,2017,0,,,
WA,2017,0,,,
VA,2017,2.07E-05,,,
LA,2017,3.27E-05,,,
FL,2017,0,,,
CA,2017,0,,,
OR,2017,0.00040625,,,
WA,2017,8.70E-06,,,
CA,2017,0,,,
WA,2017,4.83E-06,,,
WA,2017,1.34E-05,,,
WA,2017,1.47E-06,,,
CA,2017,4.09E-06,,,
TX,2017,0.001025641,,,
OR,2017,0,,,
OR,2017,0,,,
OR,2017,0,,,
TX,2017,0.001057635,,,
TX,2017,0.001639929,,,
TX,2017,0.003747073,,,
VA,2017,6.90E-06,,,
Hi,2017,0.00039248,,,
WA,2017,0,,,
TX,2017,0.000903486,,,
TX,2017,0.000575274,,,
TX,2017,5.14E-05,,,
WA,2017,4.35E-05,,,
OR,2017,0,,,
CA,2017,0.000133929,,,
CA,2017,9.67E-06,,,
HI,2017,0.000432143,,,
WA,2017,6.65E-06,,,
WA,2017,1.33E-06,,,
WA,2017,0,,,
VA,2017,2.41E-05,,,
VA,2017,0,,,
HI,2017,0.019086957,,,
Hi,2017,5.16E-05,,,
LA,2017,0.000629371,,,
MA,2017,0,,,
HI,2017,0,,,
WA,2017,1.35E-05,,,
CA,2017,0.000142857,,,
Hi,2017,0,,,
FL,2017,0,,,
Ya,2017,0,,,
CA,2017,0,,,
AK,2017,0,,,
VA,2017,1.67E-05,,,
OR,2017,2.00E-05,,,
WA,2017,9.78E-06,,,
TX,2017,0.000560636,,,
TX,2017,0.000654864,,,
TX,2017,0.001143707,,,
TX,2017,0.000326388,,,
TX,2017,0.00053906,,,
TX,2017,0.000516524,,,
WA,2017,1.66E-05,,,
HI,2017,0.001457143,,,
Hi,2017,4.33E-05,,,
WA,2017,0,,,
VA,2017,1.84E-05,,,
AK,2017,1.84E-06,,,
CA,2017,0,,,
CA,2017,1.89E-05,,,
CA,2017,0,,,
CA,2017,7.36E-06,,,
WA,2017,0,,,
WA,2017,3.13E-05,,,
WA,2017,3.34E-05,,,
CA,2017,2.65E-06,,,
WA,2017,6.45E-06,,,
VA,2017,5.91E-06,,,
VA,2017,0,,,
WA,2017,0,,,
WA,2017,0.0001375,,,
Hi,2017,0.000135829,,,
MA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
HI,2017,0.004714286,,,
WA,2017,0,,,
Hi,2017,0,,,
LA,2017,9.62E-05,,,
HI,2017,1.53E-05,,,
Ha,2017,0,,,
CA,2017,0,,,
Ha,2017,0,,,
WA,2017,5.88E-06,,,
FL,2017,0,,,
VA,2017,0,,,
TX,2017,0.000184759,,,
TX,2017,0.000396318,,,
TX,2017,0.000438827,,,
OR,2017,0,,,
OR,2017,5.03E-06,,,
TX,2017,3.82E-05,,,
WA,2017,0,,,
VA,2017,4.77E-05,,,
TX,2017,0.00039159,,,
TX,2017,0.000310428,,,
TX,2017,0.000486557,,,
WA,2017,0,,,
CA,2017,0,,,
CA,2017,3.16E-06,,,
WA,2017,0,,,
CA,2017,2.92E-06,,,
WA,2017,0,,,
WA,2017,0,,,
CA,2017,4.20E-06,,,
CA,2017,8.18E-06,,,
CA,2017,0,,,
WA,2017,5.77E-06,,,
WA,2017,0,,,
VA,2017,0.000180583,,,
VA,2017,7.02E-06,,,
WA,2017,0,,,
WA,2017,0,,,
Hi,2017,0,,,
Hi,2017,0,,,
WA,2017,0,,,
MA,2017,4.50E-06,,,
FL,2017,0,,,
OR,2017,3.17E-05,,,
VA,2017,1.87E-05,,,
LA,2017,8.01E-05,,,
WA,2017,0,,,
WA,2017,2.42E-06,,,
VA,2017,3.91E-05,,,
Ha,2017,0,,,
HI,2017,0,,,
Ha,2017,0,,,
CA,2017,0,,,
WA,2017,0,,,
HI,2017,0.008914729,,,
Hi,2017,0,,,
AK,2017,3.46E-06,,,
CA,2017,5.39E-05,,,
CA,2017,1.04E-05,,,
CA,2017,2.63E-05,,,
WA,2017,0,,,
CA,2017,4.09E-06,,,
CA,2017,0,,,
WA,2017,0,,,
VA,2017,7.13E-05,,,
WA,2017,9.47E-06,,,
VA,2017,0.000160223,,,
WA,2017,4.30E-06,,,
WA,2017,0,,,
WA,2017,0,,,
AK,2017,0,,,
Hi,2017,0,,,
Hi,2017,0,,,
MA,2017,1.19E-05,,,
Ha,2017,0,,,
Hi,2017,5.71E-05,,,
VA,2017,0,,,
WA,2017,0,,,
WA,2017,3.19E-06,,,
WA,2017,0,,,
LA,2017,0.000135228,,,
VA,2017,3.57E-05,,,
Ha,2017,1.16E-05,,,
HI,2017,4.39E-05,,,
Ha,2017,0.001419355,,,
Ha,2017,0.001419355,,,
WA,2017,2.75E-06,,,
NA,2017,0,,,
OR,2017,4.50E-05,,,
CA,2017,0,,,
WA,2017,0,,,
CA,2017,7.94E-05,,,
OR,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
FL,2017,0,,,
CA,2017,0,,,
CA,2017,0,,,
FL,2017,0.000130192,,,
Hi,2017,3.68E-05,,,
CA,2017,0,,,
HI,2017,0.011527778,,,
VA,2017,0.000157635,,,
WA,2017,4.60E-06,,,
VA,2017,2.12E-05,,,
CA,2017,0,,,
WA,2017,0,,,
Ha,2017,0.001,,,
WA,2017,0,,,
AK,2017,0,,,
VA,2017,1.32E-05,,,
WA,2017,0,,,
Ha,2017,4.57E-05,,,
VA,2017,5.01E-05,,,
OR,2017,0,,,
Ha,2017,0,,,
CA,2017,0,,,
WA,2017,0,,,
FL,2017,0,,,
AK,2017,4.73E-06,,,
WA,2017,0,,,
CA,2017,0,,,
CA,2017,5.52E-05,,,
CA,2017,5.52E-05,,,
LA,2017,8.27E-06,,,
HI,2017,0,,,
WA,2017,0,,,
OR,2017,1.75E-05,,,
OR,2017,3.39E-05,,,
OR,2017,0,,,
CA,2017,0,,,
WA,2017,8.89E-06,,,
WA,2017,1.88E-05,,,
WA,2017,0,,,
FL,2017,0.000124984,,,
VA,2017,7.87E-06,,,
WA,2017,1.25E-06,,,
Ha,2017,0,,,
WA,2017,0,,,
VA,2017,8.54E-06,,,
WA,2017,0,,,
AK,2017,0,,,
VA,2017,0,,,
Ha,2017,0,,,
Ha,2017,5.32E-06,,,
Ha,2017,0.002133333,,,
HI,2017,2.06E-05,,,
WA,2017,0,,,
HI,2017,0.002052632,,,
FL,2017,0,,,
WA,2017,0,,,
LA,2017,1.77E-05,,,
WA,2017,0,,,
WA,2017,0,,,
WA,2017,3.15E-06,,,
LA,2017,0,,,
LA,2017,0.000286752,,,
WA,2017,0,,,
OR,2017,5.71E-05,,,
VA,2017,7.28E-06,,,
WA,2017,0,,,
FL,2017,0,,,
CA,2017,6.28E-06,,,
VA,2017,2.02E-05,,,
Ha,2017,4.00E-05,,,
MA,2017,4.44E-06,,,
WA,2017,1.13E-05,,,
WA,2017,0,,,
VA,2017,3.83E-05,,,
WA,2017,0,,,
WA,2017,0,,,
LA,2017,3.77E-05,,,
CA,2017,0,,,
FL,2017,0,,,
FL,2017,0.000218723,,,
VA,2017,0,,,
Ha,2017,0.0004,,,
Ha,2017,0.0004,,,
HI,2017,0.014821429,,,
AK,2017,0,,,
Ha,2017,4.22E-06,,,
OR,2017,0,,,
WA,2017,1.15E-05,,,
WA,2017,0,,,
AK,2017,3.49E-05,,,
CA,2017,7.23E-06,,,
VA,2017,5.06E-05,,,
WA,2017,0,,,
VA,2017,1.35E-05,,,
WA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
WA,2017,0,,,
WA,2018,0,,,
OR,2018,2.29E-05,,,
VA,2018,0,,,
VA,2018,6.32E-06,,,
WA,2018,0,,,
WA,2018,0,,,
FL,2018,0,,,
CA,2018,0,,,
Ha,2018,0,,,
Ha,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
FL,2018,4.69E-05,,,
WA,2018,0,,,
WA,2018,1.82E-05,,,
VA,2018,2.35E-05,,,
CA,2018,0,,,
WA,2018,2.47E-05,,,
CA,2018,0,,,
CA,2018,7.30E-07,,,
VA,2018,2.18E-05,,,
OR,2018,0,,,
HI,2018,0.002410959,,,
WA,2018,4.94E-05,,,
CA,2018,0,,,
WA,2018,3.23E-06,,,
VA,2018,0,,,
LA,2018,3.88E-05,,,
CA,2018,0,,,
CA,2018,7.76E-07,,,
MA,2018,6.25E-06,,,
WA,2018,0,,,
CA,2018,0,,,
WA,2018,4.46E-06,,,
VA,2018,7.10E-06,,,
ME,2018,0,,,
CA,2018,0,,,
FL,2018,0,,,
FL,2018,0,,,
Ha,2018,0,,,
Ha,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
WA,2018,8.14E-06,,,
CA,2018,1.45E-05,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,1.33E-06,,,
CA,2018,1.49E-06,,,
VA,2018,2.57E-05,,,
VA,2018,3.30E-05,,,
ME,2018,0,,,
CA,2018,3.67E-05,,,
ME,2018,2.61E-05,,,
WA,2018,3.57E-06,,,
WA,2018,4.10E-06,,,
CA,2018,2.86E-05,,,
CA,2018,5.29E-06,,,
HI,2018,0.0116875,,,
CA,2018,0,,,
WA,2018,0,,,
ME,2018,0,,,
WA,2018,1.79E-05,,,
VA,2018,8.20E-05,,,
CA,2018,0,,,
CA,2018,7.44E-05,,,
LA,2018,0,,,
LA,2018,0,,,
FL,2018,0.000107143,,,
VA,2018,4.15E-05,,,
AI,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
ME,2018,0,,,
CA,2018,2.56E-06,,,
OR,2018,1.65E-05,,,
VA,2018,0.000264686,,,
WA,2018,0,,,
VA,2018,0,,,
CA,2018,6.77E-05,,,
HI,2018,0,,,
HI,2018,1.43E-07,,,
HI,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
ME,2018,3.30E-05,,,
Ha,2018,0,,,
Ha,2018,0,,,
WA,2018,0,,,
WA,2018,5.17E-06,,,
CA,2018,0,,,
HI,2018,0.0038125,,,
FL,2018,0,,,
CA,2018,0,,,
CA,2018,4.79E-07,,,
CA,2018,2.96E-06,,,
CA,2018,1.74E-06,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,3.22E-05,,,
VA,2018,0,,,
CA,2018,0,,,
FL,2018,0,,,
LA,2018,7.18E-06,,,
VA,2018,1.31E-05,,,
WA,2018,0,,,
WA,2018,0,,,
AK,2018,1.24E-06,,,
WA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
Ha,2018,4.57E-05,,,
Ha,2018,0.000727273,,,
AK,2018,3.20E-06,,,
CA,2018,5.11E-06,,,
VA,2018,1.78E-05,,,
FL,2018,0,,,
CA,2018,3.29E-05,,,
VA,2018,5.62E-05,,,
HI,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
Hi,2018,7.51E-06,,,
Hi,2018,0,,,
OR,2018,0.0001125,,,
WA,2018,0,,,
CA,2018,1.42E-06,,,
WA,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
WA,2018,3.57E-05,,,
OR,2018,0.00018,,,
CA,2018,0,,,
CA,2018,2.88E-07,,,
CA,2018,0,,,
CA,2018,7.67E-07,,,
CA,2018,4.95E-06,,,
CA,2018,1.02E-05,,,
CA,2018,0,,,
CA,2018,0,,,
VA,2018,7.90E-06,,,
FL,2018,2.10E-05,,,
VA,2018,1.74E-05,,,
LA,2018,5.14E-05,,,
WA,2018,0,,,
WA,2018,1.82E-06,,,
WA,2018,1.92E-06,,,
FL,2018,0,,,
FL,2018,0,,,
FL,2018,0,,,
CA,2018,1.06E-05,,,
OR,2018,1.36E-05,,,
WA,2018,0,,,
CA,2018,1.48E-05,,,
WA,2018,2.38E-06,,,
CA,2018,4.68E-06,,,
VA,2018,5.66E-06,,,
WA,2018,0,,,
VA,2018,2.69E-05,,,
FL,2018,0,,,
Ha,2018,1.64E-05,,,
Ha,2018,0.001485714,,,
NJ,2018,0,,,
WA,2018,0,,,
AK,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
WA,2018,0,,,
AK,2018,0,,,
AK,2018,0,,,
CA,2018,0,,,
CA,2018,1.17E-06,,,
CA,2018,0,,,
CA,2018,5.85E-06,,,
CA,2018,3.43E-06,,,
CA,2018,1.92E-07,,,
CA,2018,4.85E-06,,,
JA,2018,0,,,
HI,2018,0.01466129,,,
FL,2018,7.14E-05,,,
VA,2018,0,,,
WA,2018,4.46E-06,,,
VA,2018,2.57E-05,,,
WA,2018,9.71E-07,,,
CA,2018,3.70E-05,,,
OR,2018,0,,,
WA,2018,0,,,
CA,2018,0,,,
LA,2018,2.48E-05,,,
VA,2018,0.000418994,,,
VA,2018,3.61E-05,,,
WA,2018,0,,,
WA,2018,0,,,
WA,2018,4.17E-07,,,
AK,2018,3.46E-06,,,
HI,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
CA,2018,0,,,
OR,2018,1.50E-05,,,
WA,2018,0,,,
CA,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
FL,2018,2.30E-05,,,
FL,2018,9.52E-05,,,
LA,2018,3.49E-05,,,
CA,2018,1.06E-07,,,
CA,2018,3.30E-07,,,
CA,2018,0,,,
CA,2018,3.95E-07,,,
CA,2018,0,,,
CA,2018,0,,,
WA,2018,0,,,
HI,2018,0.011177778,,,
WA,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
OR,2018,0,,,
WA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
OR,2018,1.02E-05,,,
WA,2018,0,,,
CA,2018,1.09E-07,,,
CA,2018,1.91E-05,,,
CA,2018,0,,,
CA,2018,4.96E-06,,,
WA,2018,0,,,
FL,2018,0,,,
FL,2018,1.33E-05,,,
WA,2018,1.36E-06,,,
WA,2018,2.72E-06,,,
CA,2018,0,,,
CA,2018,0,,,
LA,2018,1.45E-05,,,
HI,2018,0.004548148,,,
WA,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
HI,2018,0,,,
CA,2018,1.62E-06,,,
CA,2018,5.04E-07,,,
WA,2018,0,,,
CA,2018,0,,,
WA,2018,0,,,
AK,2018,2.80E-07,,,
CA,2018,0,,,
CA,2018,0,,,
OR,2018,7.40E-06,,,
WA,2018,0,,,
WA,2018,0,,,
CA,2018,0,,,
CA,2018,0,,,
CA,2018,1.96E-06,,,
CA,2018,0,,,
CA,2018,0,,,
FL,2018,0,,,
CA,2018,3.60E-06,,,
CA,2018,2.22E-06,,,
WA,2018,0,,,
FL,2018,0,,,
WA,2018,2.51E-06,,,
HI,2018,0.007172414,,,
LA,2018,2.15E-05,,,
OR,2018,0,,,
CA,2018,2.10E-06,,,
CA,2018,6.13E-06,,,
CA,2018,0,,,
HI,2018,0,,,
HI,2018,2.86E-07,,,
HI,2018,5.72E-07,,,
WA,2018,0,,,
CA,2018,0,,,
WA,2018,3.52E-07,,,
WA,2018,0,,,
FL,2018,0,,,
CA,2018,0,,,
CA,2018,1.50E-06,,,
CA,2018,1.48E-06,,,
CA,2018,1.85E-07,,,
CA,2018,6.52E-07,,,
CA,2018,4.46E-06,,,
WA,2018,0,,,
WA,2018,0,,,
WA,2018,0,,,
FL,2018,0,,,
NC,2018,0,,,
CA,2018,0,,,
LA,2018,2.48E-05,,,
CA,2018,2.12E-06,,,
CA,2018,0,,,
